2122272,97,4660,3757,5553,-85,1268096,98,3140,3747,6489,9216,27776
586368,107,2007,3748,5539,-74,133,103,12297,3703,7162,9216,8453
586368,107,2007,3748,5539,-86,1237504,102,4112,3751,6471,9216,27776
331808,101,2185,3754,5527,-68,1101952,106,2357,3747,6460,9216,27776
2695936,103,6470,3752,5519,-90,12133,109,15573,3692,7278,9216,8453
2695936,103,6470,3752,5519,-64,1043008,96,3697,3719,6409,9216,27776
1856383,102,4886,3742,5517,-77,7939,83,9667,3686,7331,9216,8453
1856383,102,4886,3742,5517,-79,1140480,100,2765,3702,6366,9216,27776
2160640,102,3137,3745,5507,-77,362626,104,19157,3681,7325,9216,8453
2160640,102,3137,3745,5507,-76,1143168,106,4195,3688,6323,9216,27776
745600,99,3798,3753,5507,-70,565184,105,11329,3642,7291,9216,8453
745600,99,3798,3753,5507,-84,1103744,109,7208,3691,6298,9216,27776
129935,107,4453,3763,5506,-72,420032,116,13021,3619,7209,9216,8453
129935,107,4453,3763,5506,-68,1164288,98,3528,3701,6284,9216,27776
150624,97,7275,3765,5501,-75,634112,92,11167,3595,7123,9216,8453
150624,97,7275,3765,5501,-75,1152000,103,4423,3715,6279,9216,27776
192288,114,4002,3776,5490,-92,1789440,114,12935,3595,7042,9216,8453
192288,114,4002,3776,5490,-78,1095552,95,3113,3724,6264,9216,27776
167520,96,5635,3786,5470,-72,5923840,103,10636,3586,6980,9216,8453
167520,96,5635,3786,5470,-76,1126335,106,9697,3731,6248,9216,27776
154064,88,6616,3789,5451,-74,7280128,85,7192,3592,6928,9216,8453
154064,88,6616,3789,5451,-74,882368,101,5400,3737,6227,9216,27776
586048,95,6072,3800,5428,-86,3597696,122,18530,3608,6875,9216,8453
586048,95,6072,3800,5428,-74,872703,103,4774,3732,6204,9216,27776
293568,110,4873,3808,5410,-72,822848,106,6709,3729,6189,9216,27776
305744,94,4251,3811,5396,-76,723072,101,5771,3728,6177,9216,27776
189120,104,3030,3809,5381,-74,707584,98,4657,3746,6178,9216,27776
213824,104,2522,3815,5369,-87,1911,101,12029,3597,6793,9216,8453
213824,104,2522,3815,5369,-72,657472,103,5358,3739,6166,9216,27776
157088,101,4260,3817,5351,-90,3030,120,10906,3603,6842,9216,8453
157088,101,4260,3817,5351,-81,825216,101,1553,3733,6158,9216,27776
163232,101,4511,3823,5331,-89,3310,99,9651,3604,6909,9216,8453
163232,101,4511,3823,5331,-76,821247,105,7214,3739,6163,9216,27776
170368,111,3796,3831,5307,-80,667072,97,6021,3756,6167,9216,27776
623936,94,3366,3824,5285,-79,561663,124,4358,3747,6164,9216,27776
1920896,98,4822,3826,5265,-78,521856,101,5744,3724,6141,9216,27776
748671,101,4001,3831,5245,-77,385024,94,5251,3713,6118,9216,27776
1351935,110,7751,3824,5225,-93,207,107,9311,3591,7147,9216,8453
1351935,110,7751,3824,5225,-84,407871,112,18365,3710,6111,9216,27776
289712,101,3484,3827,5210,-90,167,112,8920,3588,7148,9216,8453
289712,101,3484,3827,5210,-79,428735,100,11537,3700,6099,9216,27776
131072,100,6050,3824,5197,-87,122,102,7657,3586,7147,9216,8453
131072,100,6050,3824,5197,-74,586560,108,11719,3674,6079,9216,27776
88960,105,4686,3818,5197,-70,573056,92,8973,3677,6082,9216,27776
102127,97,5115,3827,5202,-72,471296,103,5312,3690,6093,9216,27776
95664,108,4723,3840,5213,-89,76,101,11021,3580,7129,9216,8453
95664,108,4723,3840,5213,-76,427776,105,8209,3688,6108,9216,27776
122832,105,3670,3834,5219,-76,420096,98,5265,3686,6113,9216,27776
132767,103,5360,3837,5219,-93,72,94,8152,3582,7090,9216,8453
132767,103,5360,3837,5219,-74,434559,99,4732,3674,6101,9216,27776
96943,92,4130,3837,5213,-74,535615,103,6594,3661,6092,9216,27776
44740,94,4523,3837,5208,-87,110,97,16073,3582,7126,9216,8453
44740,94,4523,3837,5208,-82,559168,101,10551,3652,6087,9216,27776
14088,107,4695,3842,5200,-82,108,95,9277,3574,7144,9216,8453
14088,107,4695,3842,5200,-78,498560,101,11405,3661,6080,9216,27776
8900,107,5272,3844,5192,-81,2142,97,17450,3574,7151,9216,8453
8900,107,5272,3844,5192,-82,426880,155,27422,3661,6082,9216,27776
9179,93,7000,3850,5186,-90,2858,108,9522,3559,7161,9216,8453
9179,93,7000,3850,5186,-76,716416,122,14730,3658,6085,9216,27776
7196,106,6592,3847,5171,-86,626240,99,12617,3668,6107,9216,27776
5319,104,5529,3844,5163,-82,580864,105,6048,3667,6132,9216,27776
5616,99,5562,3847,5152,-87,420,105,13693,3520,7026,9216,8453
5616,99,5562,3847,5152,-72,513088,135,6508,3662,6142,9216,27776
6292,100,3447,3856,5146,-87,3619,94,22626,3513,6987,9216,8453
6292,100,3447,3856,5146,-70,605632,107,11524,3655,6146,9216,27776
7201,99,3886,3861,5137,-83,5548,93,11143,3507,6953,9216,8453
7201,99,3886,3861,5137,-65,785216,102,12708,3651,6159,9216,27776
6565,96,4426,3866,5129,-87,2150,103,10170,3504,6913,9216,8453
6565,96,4426,3866,5129,-76,435328,102,16272,3645,6157,9216,27776
5837,100,5657,3869,5119,-83,567,101,8683,3501,6879,9216,8453
5837,100,5657,3869,5119,-71,275776,94,7076,3637,6158,9216,27776
3877,107,5257,3870,5112,-77,371840,98,10237,3630,6166,9216,27776
5263,95,4784,3872,5107,-82,2901,89,10091,3498,6825,9216,8453
5263,95,4784,3872,5107,-77,332352,124,12793,3639,6181,9216,27776
6017,118,6153,3873,5102,-77,2894,95,8728,3489,6792,9216,8453
6017,118,6153,3873,5102,-76,382656,118,4967,3640,6186,9216,27776
5547,107,4115,3877,5099,-85,1967,104,14877,3480,6770,9216,8453
5547,107,4115,3877,5099,-73,431295,101,6715,3636,6186,9216,27776
5056,97,2823,3881,5095,-84,3211,106,14666,3478,6751,9216,8453
5056,97,2823,3881,5095,-70,521856,108,18755,3623,6185,9216,27776
5918,105,4225,3885,5095,-86,3213,111,8824,3477,6736,9216,8453
5918,105,4225,3885,5095,-62,352960,95,5715,3610,6183,9216,27776
6908,103,3493,3888,5095,-87,2889,101,11241,3472,6718,9216,8453
6908,103,3493,3888,5095,-67,290304,96,8352,3608,6183,9216,27776
7721,94,2263,3892,5095,-87,2688,104,9937,3464,6711,9216,8453
7721,94,2263,3892,5095,-74,169344,98,6629,3605,6190,9216,27776
7558,102,5029,3896,5101,-91,2554,118,10873,3460,6698,9216,8453
7558,102,5029,3896,5101,-77,57832,107,2837,3603,6193,9216,27776
4852,107,6402,3902,5106,-89,1630,123,20144,3448,6685,9216,8453
4852,107,6402,3902,5106,-70,64904,102,6507,3599,6200,9216,27776
4580,103,4911,3905,5102,-92,851,110,9924,3439,6671,9216,8453
4580,103,4911,3905,5102,-78,253984,99,4937,3591,6202,9216,27776
2786,100,11816,3907,5097,-67,294464,97,12307,3588,6206,9216,27776
6434,103,6477,3910,5087,-67,199679,92,13726,3587,6214,9216,27776
6888,99,5141,3912,5080,-86,1017,102,6350,3426,6685,9216,8453
6888,99,5141,3912,5080,-67,222912,104,6242,3583,6229,9216,27776
7025,97,3735,3915,5073,-84,518,102,7121,3427,6695,9216,8453
7025,97,3735,3915,5073,-68,201312,97,9141,3585,6244,9216,27776
6140,97,3407,3918,5062,-84,413,105,5872,3425,6712,9216,8453
6140,97,3407,3918,5062,-73,171967,110,6550,3585,6254,9216,27776
4384,88,6687,3922,5054,-82,582,97,12961,3421,6719,9216,8453
4384,88,6687,3922,5054,-89,81424,99,17583,3576,6263,9216,27776
3069,90,5742,3924,5045,-64,73440,105,11497,3568,6270,9216,27776
5632,107,6483,3925,5035,-77,792,114,6757,3417,6773,9216,8453
5632,107,6483,3925,5035,-70,145376,111,14455,3569,6283,9216,27776
1056,103,5578,3924,5028,-90,784,105,10999,3410,6796,9216,8453
1056,103,5578,3924,5028,-77,70104,108,16131,3569,6308,9216,27776
529,96,3264,3922,5018,-71,808,107,13039,3406,6801,9216,8453
384,127,8843,3914,5008,-78,1329,104,11744,3405,6815,9216,8453
384,127,8843,3914,5008,-77,31972,94,16195,3568,6328,9216,27776
355,96,9225,3917,5000,-70,1510,96,8333,3407,6833,9216,8453
355,96,9225,3917,5000,-72,125359,101,11529,3567,6337,9216,27776
312,102,3493,3916,4998,-80,1237,99,13596,3416,6822,9216,8453
312,102,3493,3916,4998,-69,105872,117,4611,3565,6344,9216,27776
248,104,2441,3917,4993,-72,828,103,16363,3403,6857,9216,8453
260,96,3322,3914,4989,-80,471,103,12901,3388,6870,9216,8453
260,96,3322,3914,4989,-75,53864,103,5111,3556,6351,9216,27776
294,96,4608,3913,4989,-72,47120,97,9830,3551,6354,9216,27776
356,100,3455,3909,4989,-88,515,94,12734,3370,6858,9216,8453
356,100,3455,3909,4989,-73,34828,97,3858,3550,6361,9216,27776
451,105,3568,3907,4989,-84,533,128,19091,3356,6856,9216,8453
451,105,3568,3907,4989,-66,29639,120,11909,3551,6368,9216,27776
942,98,5334,3900,4986,-78,421,114,6793,3352,6848,9216,8453
942,98,5334,3900,4986,-70,24504,96,15008,3548,6375,9216,27776
816,99,2087,3889,4983,-71,431,96,6596,3345,6841,9216,8453
816,99,2087,3889,4983,-64,18132,117,8634,3546,6386,9216,27776
271,106,3442,3881,4976,-77,180,98,8696,3353,6850,9216,8453
225,97,5573,3868,4968,-85,126,94,9634,3358,6863,9216,8453
225,97,5573,3868,4968,-74,2979,109,6761,3543,6403,9216,27776
819,101,4886,3868,4963,-69,4206,103,4946,3531,6419,9216,27776
824,97,6507,3859,4963,-74,1739,103,13610,3369,7003,9216,8453
824,97,6507,3859,4963,-74,1918,94,9437,3524,6420,9216,27776
512,103,2623,3855,4963,-71,2451,84,9934,3365,7039,9216,8453
512,103,2623,3855,4963,-75,4071,118,14697,3517,6427,9216,27776
275,106,4048,3856,4971,-72,3148,107,11428,3505,6429,9216,27776
309,104,3690,3857,4974,-70,1816,134,15074,3364,7063,9216,8453
309,104,3690,3857,4974,-78,848,109,4526,3485,6427,9216,27776
614,102,2770,3861,4974,-76,1748,90,8770,3361,7073,9216,8453
614,102,2770,3861,4974,-71,1041,97,15113,3476,6427,9216,27776
657,101,3076,3864,4963,-74,2499,110,14139,3357,7078,9216,8453
387,104,3419,3867,4963,-75,4976,96,12526,3344,7062,9216,8453
387,104,3419,3867,4963,-70,1688,106,6616,3472,6442,9216,27776
400,102,2584,3869,4963,-71,5891,124,12884,3340,7048,9216,8453
400,102,2584,3869,4963,-66,1539,112,6005,3477,6451,9216,27776
249,104,2617,3874,4963,-75,4461,124,15264,3330,7035,9216,8453
249,104,2617,3874,4963,-77,1668,101,5714,3473,6454,9216,27776
539,100,2859,3876,4965,-71,2094,95,9957,3331,7018,9216,8453
438,102,3321,3879,4966,-60,1716,100,7417,3461,6463,9216,27776
347,101,2594,3875,4963,-80,1555,114,10895,3334,7030,9216,8453
347,101,2594,3875,4963,-75,1518,111,5029,3458,6465,9216,27776
421,104,2113,3876,4964,-74,2476,105,14826,3321,7020,9216,8453
421,104,2113,3876,4964,-76,1394,94,9303,3459,6472,9216,27776
630,102,3183,3872,4963,-67,1443,108,8396,3462,6474,9216,27776
1460,100,5134,3857,4963,-76,2829,95,9689,3314,7020,9216,8453
1460,100,5134,3857,4963,-65,1211,107,5781,3464,6484,9216,27776
812,102,4424,3853,4963,-76,1258,92,4815,3468,6497,9216,27776
536,101,3810,3849,4965,-86,1796,104,10919,3310,7003,9216,8453
536,101,3810,3849,4965,-71,1350,103,9224,3468,6512,9216,27776
816,95,5558,3842,4971,-84,1684,104,10659,3297,6996,9216,8453
816,95,5558,3842,4971,-69,873,122,8996,3467,6517,9216,27776
735,103,5119,3841,4971,-92,1475,103,9239,3291,6984,9216,8453
735,103,5119,3841,4971,-67,867,98,1992,3469,6524,9216,27776
1002,97,3576,3837,4981,-87,1797,151,17191,3295,6986,9216,8453
1002,97,3576,3837,4981,-72,783,102,11440,3471,6533,9216,27776
974,103,5830,3827,4983,-68,1178,120,6818,3470,6538,9216,27776
738,104,5651,3817,4989,-90,1756,102,6596,3287,6974,9216,8453
738,104,5651,3817,4989,-72,1059,98,6326,3465,6558,9216,27776
691,102,3571,3815,4995,-80,2008,108,15058,3284,6973,9216,8453
1149,106,5251,3808,5003,-77,1926,94,9590,3284,6975,9216,8453
1149,106,5251,3808,5003,-75,1920,101,8423,3468,6577,9216,27776
1068,102,7115,3809,5013,-86,1549,98,2971,3275,6983,9216,8453
1068,102,7115,3809,5013,-64,2034,107,6262,3465,6580,9216,27776
801,100,5056,3809,5023,-80,2295,92,3919,3264,6980,9216,8453
801,100,5056,3809,5023,-59,2094,99,3142,3457,6587,9216,27776
810,103,5221,3812,5030,-80,2387,91,9742,3267,6983,9216,8453
760,104,3425,3813,5038,-78,1370,94,7713,3275,6982,9216,8453
760,104,3425,3813,5038,-61,1803,99,2383,3460,6590,9216,27776
646,100,3802,3816,5038,-76,1154,96,3556,3268,7004,9216,8453
646,100,3802,3816,5038,-60,1671,97,5479,3457,6607,9216,27776
714,107,5170,3816,5048,-83,1306,105,7486,3263,7012,9216,8453
714,107,5170,3816,5048,-64,1606,108,6818,3456,6617,9216,27776
880,102,5138,3817,5048,-73,2032,109,14073,3251,7010,9216,8453
880,102,5138,3817,5048,-71,1631,88,5154,3449,6620,9216,27776
932,96,3975,3819,5051,-69,3126,108,9040,3252,7025,9216,8453
932,96,3975,3819,5051,-72,2025,117,7873,3451,6627,9216,27776
985,102,2341,3820,5060,-69,2347,93,6118,3447,6630,9216,27776
1252,106,4150,3820,5060,-78,26,98,14886,3243,7028,9216,8453
1252,106,4150,3820,5060,-64,3035,87,8151,3446,6630,9216,27776
1252,101,6049,3812,5058,-64,0,91,12504,3252,7046,9216,8453
1252,101,6049,3812,5058,-66,3289,118,10540,3442,6627,9216,27776
1425,102,4045,3817,5058,-67,0,99,16331,3260,7119,9216,8453
1425,102,4045,3817,5058,-70,3579,113,7678,3440,6627,9216,27776
1211,86,5500,3812,5058,-74,0,113,16730,3264,7198,9216,8453
1211,86,5500,3812,5058,-74,3626,90,8373,3435,6627,9216,27776
1140,119,12934,3817,5058,-73,0,105,10744,3269,7273,9216,8453
1140,119,12934,3817,5058,-62,4599,117,7349,3430,6636,9216,27776
1139,106,5041,3810,5060,-78,0,97,15520,3271,7345,9216,8453
1139,106,5041,3810,5060,-61,3165,108,5329,3430,6636,9216,27776
1161,107,4723,3814,5068,-87,0,134,16512,3276,7408,9216,8453
1161,107,4723,3814,5068,-65,6311,100,6959,3426,6646,9216,27776
1175,108,3744,3816,5068,-81,0,158,8060,3280,7467,9216,8453
1175,108,3744,3816,5068,-66,6022,94,6108,3418,6646,9216,27776
1409,99,2294,3815,5078,-62,0,111,13777,3284,7516,9216,8453
1409,99,2294,3815,5078,-61,5604,106,8060,3413,6650,9216,27776
1144,99,3746,3815,5080,-67,0,99,11201,3286,7561,9216,8453
1144,99,3746,3815,5080,-62,5404,109,7612,3401,6652,9216,27776
1174,101,2373,3816,5087,-78,0,123,14110,3290,7597,9216,8453
1174,101,2373,3816,5087,-70,4198,105,11426,3398,6660,9216,27776
868,104,2903,3814,5094,-74,0,125,14925,3293,7637,9216,8453
868,104,2903,3814,5094,-58,5307,98,9167,3397,6669,9216,27776
1675,105,1675,3817,5102,-75,0,129,16400,3295,7676,9216,8453
1675,105,1675,3817,5102,-71,7152,107,6322,3391,6677,9216,27776
1290,101,4197,3818,5107,-62,172,92,11253,3305,7720,9216,8453
1290,101,4197,3818,5107,-68,12598,115,12672,3379,6679,9216,27776
816,99,3780,3812,5109,-74,4522,90,9215,3284,7769,9216,8453
816,99,3780,3812,5109,-69,27676,87,16269,3364,6688,9216,27776
752,107,4322,3813,5107,-91,2387,110,25062,3283,7749,9216,8453
752,107,4322,3813,5107,-61,11746,111,8417,3356,6698,9216,27776
1214,102,6279,3804,5107,-83,2257,101,4994,3291,7735,9216,8453
1214,102,6279,3804,5107,-71,10900,101,4947,3354,6706,9216,27776
1097,102,2901,3801,5109,-85,2449,110,6591,3291,7716,9216,8453
1097,102,2901,3801,5109,-61,20300,106,7480,3350,6717,9216,27776
1053,98,4445,3799,5117,-68,29112,99,11046,3345,6726,9216,27776
1379,96,3130,3795,5117,-80,719,85,3779,3293,7723,9216,8453
1379,96,3130,3795,5117,-62,33008,97,12484,3340,6739,9216,27776
16131,112,3302,3795,5117,-82,1302,107,7007,3301,7738,9216,8453
16131,112,3302,3795,5117,-60,21912,120,14666,3335,6754,9216,27776
9664,98,2986,3793,5127,-82,5883,102,3595,3320,7778,9216,8453
9664,98,2986,3793,5127,-56,26728,98,9526,3328,6768,9216,27776
19140,98,3109,3793,5126,-75,6019,98,5184,3316,7802,9216,8453
19140,98,3109,3793,5126,-60,26915,99,6700,3316,6777,9216,27776
18034,108,2746,3794,5127,-58,28155,113,6596,3314,6794,9216,27776
18604,96,3194,3795,5127,-88,6639,89,7525,3318,7853,9216,8453
18604,96,3194,3795,5127,-66,38296,108,11466,3318,6809,9216,27776
18592,106,4471,3796,5127,-82,6190,110,7437,3316,7869,9216,8453
18592,106,4471,3796,5127,-59,75264,98,11083,3321,6824,9216,27776
21068,105,3045,3796,5127,-90,5515,114,4811,3318,7863,9216,8453
21068,105,3045,3796,5127,-65,85552,102,13145,3317,6836,9216,27776
21140,97,2111,3795,5127,-78,6198,99,999,3320,7839,9216,8453
23448,108,2132,3795,5127,-85,6376,96,618,3330,7810,9216,8453
23448,108,2132,3795,5127,-69,146640,105,6127,3313,6865,9216,27776
23939,99,2972,3794,5127,-88,6647,95,485,3335,7798,9216,8453
23939,99,2972,3794,5127,-61,88992,113,13972,3308,6875,9216,27776
28071,101,2348,3794,5127,-78,6544,103,2561,3343,7778,9216,8453
28071,101,2348,3794,5127,-67,70064,106,7368,3305,6885,9216,27776
21716,114,3011,3795,5127,-67,86048,107,6168,3309,6898,9216,27776
27132,96,4413,3793,5127,-77,7009,92,4013,3370,7825,9216,8453
27132,96,4413,3793,5127,-70,104336,96,5876,3312,6909,9216,27776
27567,99,969,3794,5132,-76,7116,98,3630,3354,7831,9216,8453
27567,99,969,3794,5132,-61,161552,112,11344,3314,6917,9216,27776
30439,105,3684,3795,5137,-77,7198,97,2466,3355,7829,9216,8453
30439,105,3684,3795,5137,-61,228159,104,9094,3319,6927,9216,27776
22900,111,3056,3796,5137,-84,6038,92,7808,3356,7824,9216,8453
22900,111,3056,3796,5137,-61,318848,81,19673,3320,6937,9216,27776
34420,95,3559,3796,5137,-86,4237,102,4041,3353,7822,9216,8453
34420,95,3559,3796,5137,-65,374143,101,7822,3313,6937,9216,27776
37288,101,1928,3799,5142,-83,2076,98,10634,3357,7809,9216,8453
37288,101,1928,3799,5142,-61,457407,104,4616,3309,6947,9216,27776
40512,108,4697,3797,5147,-90,11374,101,16478,3354,7809,9216,8453
40512,108,4697,3797,5147,-61,453440,110,7213,3318,6953,9216,27776
18664,103,3864,3798,5147,-82,7673,81,22994,3350,7774,9216,8453
18664,103,3864,3798,5147,-58,370624,126,8593,3322,6957,9216,27776
13472,112,2884,3799,5147,-80,15432,130,16590,3348,7732,9216,8453
13472,112,2884,3799,5147,-59,378752,114,11458,3325,6964,9216,27776
15966,96,4036,3798,5156,-80,12558,93,10191,3347,7704,9216,8453
15966,96,4036,3798,5156,-74,382016,99,10638,3329,6970,9216,27776
20002,97,2959,3799,5156,-73,10534,100,8895,3349,7669,9216,8453
22892,108,2267,3798,5156,-78,9364,106,10049,3350,7656,9216,8453
22892,108,2267,3798,5156,-58,297216,84,14127,3339,6979,9216,27776
19752,100,3385,3799,5156,-77,5230,97,5967,3353,7659,9216,8453
19752,100,3385,3799,5156,-51,272832,94,12206,3337,6979,9216,27776
20792,108,4022,3800,5156,-78,5745,99,7251,3363,7686,9216,8453
20792,108,4022,3800,5156,-64,268640,84,9593,3337,6976,9216,27776
25696,105,4743,3798,5156,-76,6688,108,6844,3362,7713,9216,8453
25696,105,4743,3798,5156,-52,325760,114,14150,3338,6970,9216,27776
27984,98,3810,3798,5156,-82,19306,102,16600,3355,7760,9216,8453
27984,98,3810,3798,5156,-55,283616,115,12262,3339,6970,9216,27776
25012,105,2303,3798,5156,-66,33396,104,7047,3349,7763,9216,8453
25012,105,2303,3798,5156,-54,275712,103,5416,3343,6965,9216,27776
26519,104,1444,3798,5158,-88,32600,103,11476,3346,7756,9216,8453
26519,104,1444,3798,5158,-72,285376,97,5191,3346,6960,9216,27776
31132,93,1659,3797,5167,-76,26416,95,3003,3342,7727,9216,8453
31132,93,1659,3797,5167,-58,270048,101,8215,3346,6960,9216,27776
29212,108,5277,3796,5167,-78,25036,108,11392,3343,7675,9216,8453
29212,108,5277,3796,5167,-61,257631,106,4213,3344,6957,9216,27776
33528,97,7991,3792,5162,-76,18040,96,3359,3345,7647,9216,8453
33528,97,7991,3792,5162,-60,256767,106,10327,3334,6947,9216,27776
32476,106,5324,3779,5154,-74,15655,93,1879,3341,7637,9216,8453
32476,106,5324,3779,5154,-69,197792,108,6234,3323,6937,9216,27776
42448,97,5131,3776,5146,-82,16902,93,2640,3334,7611,9216,8453
42448,97,5131,3776,5146,-74,123232,120,9823,3327,6940,9216,27776
64784,100,2354,3774,5144,-74,21760,94,3537,3332,7567,9216,8453
64784,100,2354,3774,5144,-70,155760,100,8880,3327,6935,9216,27776
83791,109,2685,3763,5135,-76,23552,93,3018,3333,7516,9216,8453
83791,109,2685,3763,5135,-84,135168,87,7447,3329,6931,9216,27776
100896,97,3911,3761,5133,-77,24548,98,3340,3330,7489,9216,8453
100896,97,3911,3761,5133,-69,100848,108,7593,3330,6926,9216,27776
111280,102,4353,3761,5132,-76,25059,123,9778,3323,7442,9216,8453
111280,102,4353,3761,5132,-67,72672,104,7400,3332,6931,9216,27776
75480,103,4343,3762,5142,-81,24836,98,18942,3321,7421,9216,8453
75480,103,4343,3762,5142,-70,68016,71,5687,3329,6928,9216,27776
213440,95,5945,3765,5144,-69,71136,110,15075,3328,6921,9216,27776
114639,106,4146,3765,5151,-78,45128,100,13486,3320,7384,9216,8453
114639,106,4146,3765,5151,-84,102576,101,10280,3321,6928,9216,27776
81296,108,3813,3760,5150,-66,29192,94,6173,3321,7369,9216,8453
81296,108,3813,3760,5150,-78,93104,112,24195,3322,6929,9216,27776
61799,94,4609,3750,5148,-73,35108,102,10014,3320,7357,9216,8453
61799,94,4609,3750,5148,-76,88032,99,14935,3324,6929,9216,27776
52551,106,3785,3751,5142,-70,26840,106,12058,3324,7344,9216,8453
52551,106,3785,3751,5142,-77,100847,92,10577,3319,6924,9216,27776
52976,95,4983,3749,5146,-71,29044,108,7962,3322,7347,9216,8453
52976,95,4983,3749,5146,-75,144256,109,9461,3316,6917,9216,27776
59224,101,4447,3745,5144,-88,32887,111,12406,3323,7349,9216,8453
59071,104,4874,3753,5146,-82,205663,98,12727,3310,6917,9216,27776
52464,112,7361,3757,5142,-62,46887,97,4806,3336,7362,9216,8453
52464,112,7361,3757,5142,-87,321792,105,13012,3310,6917,9216,27776
49944,96,6649,3757,5142,-78,38052,98,4961,3339,7377,9216,8453
37207,102,6098,3758,5142,-73,53096,95,11382,3347,7427,9216,8453
37207,102,6098,3758,5142,-86,108736,91,14952,3314,6917,9216,27776
31388,115,5113,3758,5134,-75,61424,138,20227,3340,7441,9216,8453
31388,115,5113,3758,5134,-74,152528,120,10530,3310,6927,9216,27776
23775,95,4118,3763,5132,-91,169104,116,11937,3339,7474,9216,8453
23775,95,4118,3763,5132,-77,201632,97,6653,3310,6927,9216,27776
27866,107,6813,3765,5125,-82,130511,109,7138,3338,7496,9216,8453
27866,107,6813,3765,5125,-65,345728,96,12088,3309,6927,9216,27776
43992,107,5713,3760,5122,-91,133679,88,7498,3335,7496,9216,8453
43992,107,5713,3760,5122,-66,323008,114,9280,3316,6927,9216,27776
30959,101,5564,3760,5122,-82,115584,104,4309,3340,7494,9216,8453
30959,101,5564,3760,5122,-67,228160,92,7444,3318,6927,9216,27776
30872,101,5622,3759,5122,-79,106416,98,6760,3331,7513,9216,8453
30872,101,5622,3759,5122,-70,182080,111,8131,3317,6927,9216,27776
31408,95,6556,3756,5122,-84,208064,115,9660,3330,7508,9216,8453
31408,95,6556,3756,5122,-82,183808,100,4192,3319,6932,9216,27776
25075,111,6330,3754,5122,-82,317200,108,7506,3326,7484,9216,8453
25075,111,6330,3754,5122,-66,202336,103,15783,3320,6929,9216,27776
20944,107,5850,3753,5129,-86,126480,99,8852,3329,7455,9216,8453
20944,107,5850,3753,5129,-67,210975,101,18983,3322,6927,9216,27776
18116,107,3817,3752,5132,-72,129392,87,17537,3324,7481,9216,8453
18116,107,3817,3752,5132,-62,182016,108,6649,3324,6929,9216,27776
16123,104,5127,3753,5134,-72,170544,90,14394,3317,7466,9216,8453
16123,104,5127,3753,5134,-70,227840,99,17033,3326,6931,9216,27776
20052,107,6231,3751,5142,-75,111552,113,7902,3317,7434,9216,8453
20052,107,6231,3751,5142,-65,202751,117,12303,3327,6931,9216,27776
30815,98,10437,3748,5144,-90,148336,112,9526,3313,7409,9216,8453
30815,98,10437,3748,5144,-75,284192,99,10974,3316,6917,9216,27776
21020,106,4617,3745,5151,-64,170176,106,8891,3319,6917,9216,27776
32388,101,3147,3743,5161,-77,103680,105,17284,3314,7344,9216,8453
32388,101,3147,3743,5161,-65,183968,111,11616,3321,6909,9216,27776
30439,105,3554,3744,5161,-83,61368,119,16449,3314,7295,9216,8453
30439,105,3554,3744,5161,-78,187904,103,9757,3326,6910,9216,27776
39376,102,6289,3745,5166,-72,15624,93,10217,3315,7279,9216,8453
39376,102,6289,3745,5166,-80,185280,107,11437,3327,6911,9216,27776
53496,105,2447,3745,5172,-76,82656,101,12341,3310,7287,9216,8453
53496,105,2447,3745,5172,-88,143872,101,11585,3331,6908,9216,27776
63560,102,2830,3746,5172,-84,166464,107,9250,3303,7287,9216,8453
63560,102,2830,3746,5172,-72,161216,101,10068,3331,6901,9216,27776
59535,101,2894,3748,5172,-80,146304,108,14292,3303,7280,9216,8453
59535,101,2894,3748,5172,-75,250143,101,11080,3333,6901,9216,27776
45160,99,3218,3747,5172,-78,234080,83,8944,3304,7267,9216,8453
45160,99,3218,3747,5172,-66,572607,83,11022,3329,6896,9216,27776
48000,103,3994,3748,5172,-82,215455,88,6711,3306,7260,9216,8453
48000,103,3994,3748,5172,-74,575935,102,8818,3327,6891,9216,27776
51448,107,3289,3745,5172,-76,600640,102,4497,3323,6888,9216,27776
51376,110,5771,3745,5172,-74,221952,98,21331,3313,7237,9216,8453
51376,110,5771,3745,5172,-75,539135,104,10070,3321,6888,9216,27776
49168,101,3965,3743,5176,-89,87319,109,16350,3316,7237,9216,8453
49168,101,3965,3743,5176,-70,499712,99,11046,3321,6888,9216,27776
44456,103,4368,3738,5172,-85,107960,108,10989,3338,7237,9216,8453
44456,103,4368,3738,5172,-77,625920,108,8964,3323,6889,9216,27776
48488,104,3187,3735,5174,-76,70432,96,12219,3332,7259,9216,8453
48488,104,3187,3735,5174,-67,591872,98,8907,3312,6888,9216,27776
40472,97,3343,3735,5174,-72,73616,106,9686,3321,7281,9216,8453
40472,97,3343,3735,5174,-72,459008,130,9587,3308,6888,9216,27776
21662,103,4555,3729,5179,-78,91048,103,9563,3320,7285,9216,8453
21662,103,4555,3729,5179,-68,352832,130,11979,3304,6893,9216,27776
15686,105,5064,3721,5178,-69,417728,96,9376,3316,7306,9216,8453
15686,105,5064,3721,5178,-70,531520,122,14621,3305,6900,9216,27776
17266,109,2995,3715,5193,-67,178304,103,8608,3307,7301,9216,8453
17266,109,2995,3715,5193,-77,551360,116,16428,3307,6912,9216,27776
22868,97,3770,3702,5204,-71,134072,107,12215,3304,7282,9216,8453
22868,97,3770,3702,5204,-65,422080,119,14628,3308,6919,9216,27776
